City,Latitude,Longitude,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
Seymchan,62.8833,152.4333,-22.67,83,100,4.29,RU,1611881658
Acapulco de Juárez,16.8634,-99.8901,84.2,61,75,8.05,MX,1611881370
Norsup,-16.0667,167.3833,85.96,70,100,1.95,VU,1611881658
Portree,57.4129,-6.1942,36.59,90,100,14.97,GB,1611881658
Krasnyy Kommunar,51.9644,55.3668,14.0,73,0,8.95,RU,1611881658
Santa Catarina,-27.0,-50.0,73.99,99,100,2.17,BR,1611881659
Tambura,5.6,27.4667,73.22,45,95,3.69,SS,1611881659
Paamiut,61.994,-49.6678,35.65,77,100,10.18,GL,1611881659
Turukhansk,65.8167,87.9833,-31.49,78,100,10.6,RU,1611881659
Ibrā’,22.6906,58.5334,52.03,64,0,2.46,OM,1611881659
Svetlaya,46.5389,138.3297,11.21,94,100,26.87,RU,1611881659
Brae,60.3964,-1.353,35.28,81,79,5.1,GB,1611881659
Salgueiro,-8.0742,-39.1192,75.78,69,99,15.68,BR,1611881659
Tura,25.5198,90.2201,55.38,64,0,2.93,IN,1611881659
Cherskiy,68.75,161.3,-28.62,85,0,3.0,RU,1611881660
Ouadda,8.0777,22.4007,70.57,23,88,3.58,CF,1611881660
Kiunga,-6.1219,141.2906,79.23,90,100,3.76,PG,1611881660
Boguchany,58.3814,97.4531,-33.25,80,100,3.78,RU,1611881660
Bam,29.106,58.357,49.73,34,86,3.4,IR,1611881660
Ølgod,55.8068,8.6286,28.0,93,75,3.44,DK,1611881660
Sobolevo,54.4299,31.8996,25.7,99,100,3.53,RU,1611881618
Nemuro,43.3236,145.575,28.4,74,75,17.27,JP,1611881660
Nishihara,26.1842,127.7558,57.2,58,75,24.16,JP,1611881660
Dakar,14.6937,-17.4441,68.0,68,0,10.36,SN,1611881525
Pacific Grove,36.6177,-121.9166,53.6,82,75,5.75,US,1611881661
Sakakah,29.9697,40.2064,50.54,46,0,6.51,SA,1611881661
Broken Hill,-31.95,141.4333,80.6,65,75,6.91,AU,1611881470
Bondo,3.8146,23.6866,69.28,91,100,1.95,CD,1611881661
Tagusao,9.1924,117.8141,81.09,72,51,5.01,PH,1611881661
Leh,34.1667,77.5833,1.45,69,75,1.39,IN,1611881661
Sfântu Gheorghe,45.8667,25.7833,22.5,93,100,2.55,RO,1611881661
Xai-Xai,-25.0519,33.6442,76.28,87,100,9.04,MZ,1611881661
Lovozero,68.005,35.0117,-0.31,92,100,11.18,RU,1611881662
Karratha,-20.7377,116.8463,90.14,47,0,10.4,AU,1611881662
Kyren,51.6828,102.1408,-0.78,86,100,1.16,RU,1611881662
Tupik,54.4253,119.9327,-31.68,81,100,2.51,RU,1611881662
Kurchum,48.5722,83.6542,-4.68,91,0,0.65,KZ,1611881662
Teahupoo,-17.8333,-149.2667,75.34,77,89,7.7,PF,1611881662
Aksu,41.1231,80.2644,16.34,84,0,3.06,CN,1611881662
Mizque,-17.941,-65.3402,63.59,71,90,4.85,BO,1611881662
Lata,40.1629,-8.3327,57.0,94,84,1.28,PT,1611881662
Caucaia,-3.7361,-38.6531,82.4,74,0,10.36,BR,1611881369
Bath,51.3779,-2.3591,50.0,96,100,1.99,GB,1611881475
Padang,-0.9492,100.3543,75.2,100,75,4.61,ID,1611881508
Wenling,28.3669,121.36,42.01,65,0,11.65,CN,1611881663
Saint-Pierre,-21.3393,55.4781,77.0,69,0,5.75,RE,1611881663
La Palma,33.8464,-118.0467,59.29,56,100,16.08,US,1611881663
Muscat,23.6139,58.5922,62.6,72,0,3.44,OM,1611881663
Mahon,39.8885,4.2658,55.4,94,42,6.91,ES,1611881663
Sistranda,63.7256,8.834,28.4,86,75,24.16,NO,1611881664
Moskovskiy,55.5991,37.355,32.31,98,100,8.34,RU,1611881664
Tandil,-37.3217,-59.1332,64.49,47,100,11.88,AR,1611881387
Canary Islands,28.0,-15.5,66.99,82,0,8.05,ES,1611881664
Moose Factory,51.2585,-80.6094,1.4,78,90,10.36,CA,1611881664
Yuancheng,36.652,107.7896,27.16,71,11,2.46,CN,1611881664
Port Blair,11.6667,92.75,79.74,82,12,8.59,IN,1611881664
Grand Gaube,-20.0064,57.6608,80.33,75,42,12.53,MU,1611881664
Tocopilla,-22.092,-70.1979,66.81,67,0,2.8,CL,1611881664
Birjand,32.8663,59.2211,24.8,28,0,6.91,IR,1611881665
Biak,-0.9131,122.8766,82.49,65,100,3.2,ID,1611881665
Andilamena,-17.0167,48.5833,64.8,95,25,2.33,MG,1611881665
Lhokseumawe,5.1801,97.1507,77.13,80,100,4.34,ID,1611881665
Buala,-8.145,159.5921,80.37,85,100,14.41,SB,1611881665
Quatre Cocos,-20.2078,57.7625,75.99,88,40,8.55,MU,1611881665
Son La,21.3167,103.9,56.53,80,45,3.91,VN,1611881665
Mandalgovi,45.7625,106.2708,12.88,84,0,19.91,MN,1611881665
Sainte-Marie,-20.8968,55.5496,78.8,65,0,12.66,RE,1611881665
Erdenet,49.0333,104.0833,9.82,85,83,10.11,MN,1611881666
Port Lincoln,-34.7333,135.8667,69.39,68,58,10.11,AU,1611881568
Talcahuano,-36.7167,-73.1167,59.0,100,90,10.36,CL,1611881666
Araguaína,-7.1911,-48.2072,75.27,85,86,0.65,BR,1611881666
Castrovillari,39.8203,16.2123,44.22,86,29,6.22,IT,1611881666
Quimperlé,47.8667,-3.55,51.06,88,17,19.6,FR,1611881666
Nantucket,41.2835,-70.0995,32.0,86,90,20.71,US,1611881403
Lianran,24.9227,102.485,46.96,84,100,2.98,CN,1611881666
Cap Malheureux,-19.9842,57.6142,75.99,83,77,4.0,MU,1611881667
San Blas,21.5167,-105.2667,80.6,44,75,11.5,MX,1611881667
Baharly,38.4362,57.4316,45.25,54,1,4.45,TM,1611881647
Vradiyivka,47.862,30.5919,25.21,97,100,12.12,UA,1611881667
Guerrero Negro,27.9769,-114.0611,62.71,53,0,10.16,MX,1611881667
Yatou,37.15,122.3833,25.32,76,0,6.85,CN,1611881667
Daokou,35.5639,114.5058,36.16,59,0,8.01,CN,1611881667
Karaton,-6.3424,106.1045,75.27,88,100,1.3,ID,1611881667
Liku,-0.7275,119.8922,81.18,71,100,1.28,ID,1611881668
Kibuye,-2.0597,29.3482,64.51,75,100,0.87,RW,1611881668
Impfondo,1.6381,18.0667,72.81,83,100,2.75,CG,1611881668
Shingū,33.7333,135.9833,37.4,52,40,24.16,JP,1611881475
Clyde River,70.4692,-68.5914,-20.2,76,1,2.3,CA,1611881668
Atar,20.5169,-13.0499,66.51,27,0,8.77,MR,1611881668
Maţāy,28.419,30.7792,47.5,52,0,9.08,EG,1611881435
Azare,11.6765,10.1948,65.57,22,0,8.84,NG,1611881668
Fairbanks,64.8378,-147.7164,0.36,90,100,1.79,US,1611881468
Boa Vista,2.8197,-60.6733,80.37,57,47,12.91,BR,1611881669
Santa Lucía,27.9117,-15.5407,62.01,44,0,3.49,ES,1611881669
Japura,-0.3167,102.35,74.32,93,100,3.29,ID,1611881669
Dutse,11.7594,9.3392,64.44,22,0,8.16,NG,1611881669
Galveston,29.3669,-94.9669,54.0,62,1,6.91,US,1611881669
Bardsīr,29.9227,56.5743,32.0,23,0,4.61,IR,1611881669
Skotterud,59.9828,12.1283,9.0,85,0,3.44,NO,1611881669
Hua Hin,12.5707,99.9588,73.4,94,0,2.3,TH,1611881669
Meulaboh,4.1363,96.1285,76.12,85,100,5.1,ID,1611881669
Monte Alegre,-2.0078,-54.0692,76.1,88,100,3.76,BR,1611881669
Vuktyl,63.8567,57.3094,-20.04,87,13,5.14,RU,1611881670
Agadez,19.75,10.25,55.78,35,0,11.97,NE,1611881670
Najrān,17.4924,44.1277,55.17,37,0,5.88,SA,1611881670
Talnakh,69.4865,88.3972,-32.98,72,3,3.44,RU,1611881670
Itaituba,-4.2761,-55.9836,74.07,97,100,1.7,BR,1611881470
Fukuechō,32.6881,128.8419,36.93,83,97,27.98,JP,1611881670
Mizdah,31.4451,12.9801,51.21,67,0,9.78,LY,1611881670
Boralday,43.3578,76.8594,6.8,85,90,2.24,KZ,1611881671
Dongfeng,42.6403,125.5118,-6.43,85,0,7.99,CN,1611881671
Avera,33.194,-82.5271,44.6,49,1,5.75,US,1611881671
Kapustin Yar,48.5831,45.7372,29.23,96,61,5.77,RU,1611881671
Lamas,-6.4167,-76.5333,87.8,51,20,11.5,PE,1611881497
Touros,-5.1989,-35.4608,80.6,74,40,11.5,BR,1611881533
Gazli,40.1333,63.45,35.47,77,1,13.98,UZ,1611881671
Topeka,39.0483,-95.678,32.0,74,1,6.91,US,1611881499
Canutama,-6.5339,-64.3831,75.07,95,39,1.66,BR,1611881648
Kumul,42.8,93.45,19.2,84,0,5.97,CN,1611881506
Mamlyutka,54.9375,68.5394,17.91,94,100,14.41,KZ,1611881672
Mount Gambier,-37.8333,140.7667,73.4,68,75,10.36,AU,1611881672
Banjar,-8.19,114.9675,81.14,76,100,8.61,ID,1611881672
Leshukonskoye,64.8989,45.7622,-5.26,90,99,7.92,RU,1611881672
Slonim,53.0867,25.3219,23.56,98,100,5.86,BY,1611881672
Stornoway,58.2093,-6.3865,37.4,87,40,20.71,GB,1611881672
Klin,56.3333,36.7333,32.0,93,90,13.42,RU,1611881673
Poshekhon'ye,58.4993,39.1353,28.71,98,100,9.62,RU,1611881673
Uyuni,-20.4597,-66.825,52.39,40,0,15.32,BO,1611881673
Shiyan,32.6475,110.7781,41.83,57,0,0.51,CN,1611881673
Aswān,24.0934,32.907,51.46,48,9,6.85,EG,1611881673
Develi,38.3906,35.4922,30.2,93,75,2.3,TR,1611881673
Bonnyville,54.2668,-110.735,5.0,72,90,1.19,CA,1611881673
Nokaneng,-19.6667,22.2667,70.16,87,100,5.14,BW,1611881673
Kaarina,60.4072,22.369,17.89,96,100,7.31,FI,1611881674
Isangel,-19.55,169.2667,84.15,73,81,17.78,VU,1611881674
Jackson,42.4165,-122.8345,42.8,75,90,1.39,US,1611881674
Bilibino,68.0546,166.4372,-18.13,80,100,6.67,RU,1611881674
Caravelas,-17.7125,-39.2481,76.03,86,0,5.79,BR,1611881674
Kaduna,10.5222,7.4383,71.02,19,0,11.27,NG,1611881674
Yorosso,12.3536,-4.7761,71.58,16,11,8.1,ML,1611881674
Chicama,-7.8447,-79.1469,72.28,70,100,5.61,PE,1611881674
Billings Metropolitan Area,45.7833,-108.5007,41.0,38,75,4.61,US,1611881675
La Grande,45.3246,-118.0877,41.0,74,100,1.99,US,1611881448
Pospelikha,51.95,81.7667,18.43,95,100,21.72,RU,1611881675
Mackay,-21.15,149.2,78.8,83,75,10.36,AU,1611881675
Sibiti,-3.6819,13.3499,69.04,99,91,0.98,CG,1611881675
Altona,53.55,9.9333,30.99,80,90,4.61,DE,1611881675
Cunha,-23.0744,-44.9597,66.63,84,97,1.77,BR,1611881675
Steinkjer,64.193,11.3851,27.0,77,100,20.0,NO,1611881675
Montepuez,-13.1256,38.9997,69.04,100,69,2.91,MZ,1611881675
Khani,41.9563,42.9566,42.8,93,90,4.61,GE,1611881676
Balyqshy,47.0667,51.8667,35.6,60,75,22.37,KZ,1611881676
Margate,51.3813,1.3862,50.0,90,100,5.99,GB,1611881676
George Town,5.4112,100.3354,78.01,88,20,3.44,MY,1611881515
Ossora,59.2353,163.0719,2.77,86,57,3.4,RU,1611881676
Nichinan,31.6,131.3667,41.0,45,20,23.02,JP,1611881676
Great Yarmouth,52.6083,1.7305,50.0,93,90,9.22,GB,1611881676
Uarini,-2.99,-65.1083,77.0,94,75,6.91,BR,1611881676
Epe,6.5841,3.9834,77.41,90,0,4.07,NG,1611881677
Itarema,-2.9248,-39.9167,80.4,76,100,11.81,BR,1611881677
Kaeo,-35.1,173.7833,75.99,42,0,17.0,NZ,1611881677
High Level,58.5169,-117.136,-12.87,90,70,4.81,CA,1611881677
Merrill,45.1805,-89.6835,15.8,67,40,4.61,US,1611881677
Cabo San Lucas,22.8909,-109.9124,75.2,53,1,8.05,MX,1611881677
Bozeman,45.6796,-111.0386,42.8,42,75,3.44,US,1611881477
Aasiaat,68.7098,-52.8699,6.67,86,0,9.82,GL,1611881677
Kīhei,20.785,-156.4656,80.6,54,40,25.32,US,1611881677
Balkanabat,39.5108,54.3671,51.1,42,39,7.02,TM,1611881678
Mareeba,-17.0,145.4333,82.0,74,100,5.99,AU,1611881678
Vangaindrano,-23.35,47.6,76.19,89,100,2.15,MG,1611881678
Kasongo-Lunda,-6.4667,16.8167,70.29,90,95,1.1,CD,1611881678
Waingapu,-9.6567,120.2641,83.17,75,93,16.06,ID,1611881678
Thunder Bay,48.4001,-89.3168,6.01,66,1,4.34,CA,1611881499
Kāzerūn,29.6195,51.6541,53.8,39,11,4.43,IR,1611881678
Lüderitz,-26.6481,15.1594,68.04,52,0,24.49,NA,1611881678
Kysyl-Syr,63.8986,122.7617,-53.48,71,53,2.53,RU,1611881678
Vestmannaeyjar,63.4427,-20.2734,33.85,84,9,9.69,IS,1611881679
Auki,-8.7676,160.7034,78.96,89,100,12.66,SB,1611881679
Santa Cruz de la Sierra,-17.8,-63.1667,72.86,90,100,12.86,BO,1611881621
Kalabo,-14.97,22.6814,63.34,96,3,5.66,ZM,1611881679
Port Pirie,-33.1833,138.0167,75.2,64,21,12.66,AU,1611881679
Bubaque,11.2833,-15.8333,77.79,70,65,9.8,GW,1611881679
Adwa,14.1646,38.8955,51.53,49,0,0.98,ET,1611881679
Shamkhal,43.0596,47.3373,45.23,71,100,13.76,RU,1611881679
Tangermünde,52.5446,11.9765,32.0,80,80,1.45,DE,1611881680
Yeppoon,-23.1333,150.7333,84.2,51,40,12.66,AU,1611881565
Bukene,-4.2333,32.8833,62.82,86,8,2.19,TZ,1611881680
St. George's,12.0564,-61.7485,77.0,78,20,3.44,GD,1611881645
Sevsk,52.1491,34.4926,28.65,96,1,11.81,RU,1611881680
Arrondissement de Vierzon,47.2101,2.0625,53.58,89,100,20.29,FR,1611881680
Cayenne,4.9333,-52.3333,75.2,100,75,8.05,GF,1611881584
Nakamura,32.9833,132.9333,36.77,78,35,15.01,JP,1611881680
Rocha,-34.4833,-54.3333,70.32,53,50,13.49,UY,1611881680
Vostok,46.4856,135.8833,-5.64,91,100,3.87,RU,1611881413
Lygourio,37.6167,23.0333,46.0,69,0,4.03,GR,1611881681
Kaspiysk,42.8816,47.6392,45.48,73,100,17.47,RU,1611881681
Māngrol,21.1167,70.1167,59.5,41,0,13.78,IN,1611881681
Laas,46.6166,10.7002,32.0,93,40,4.61,IT,1611881681
Kuusamo,65.9667,29.1833,12.2,85,90,8.05,FI,1611881681
Khovd,48.0056,91.6419,3.7,82,0,1.32,MN,1611881498
Tarnogskiy Gorodok,60.4997,43.5761,24.55,98,97,7.83,RU,1611881681
Tuatapere,-46.1333,167.6833,48.0,80,96,8.01,NZ,1611881460
Batagay,67.6333,134.6333,-48.15,74,17,1.5,RU,1611881682
Osakarovka,50.565,72.5692,17.38,92,100,8.3,KZ,1611881682
Yabrūd,33.9674,36.6574,42.8,87,75,11.5,SY,1611881682
El Tigre,8.8875,-64.2454,77.94,64,40,9.6,VE,1611881409
Beira,-19.8436,34.8389,80.6,89,20,4.61,MZ,1611881682
Kuytun,54.3419,101.5036,-29.96,83,100,3.74,RU,1611881682
Jūybār,36.6412,52.9124,53.76,46,0,4.23,IR,1611881682
Licheng,23.2955,113.8284,59.0,44,0,2.24,CN,1611881682
