City,Latitude,Longitude,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
Ambon City,-3.6954,128.1814,87.8,66,40,6.91,ID,1611806133
El Viejo,12.6633,-87.1672,77.94,64,20,6.11,NI,1611806133
Nantucket,41.2835,-70.0995,36.0,100,90,11.5,US,1611805878
Bonavista,48.6499,-53.1147,26.01,93,87,8.05,CA,1611806133
Tekeli,44.83,78.8239,22.41,81,0,5.73,KZ,1611806134
Ranong,9.9658,98.6348,86.0,66,20,9.22,TH,1611806134
Bilma,18.6853,12.9164,58.91,34,0,14.67,NE,1611806134
Hofn,64.2539,-15.2082,25.92,83,0,18.16,IS,1611806134
Shirpur,21.35,74.8833,71.92,26,0,5.17,IN,1611806135
Lashio,22.9333,97.75,75.85,36,0,1.16,MM,1611806135
Houma,29.5958,-90.7195,55.0,66,1,10.36,US,1611806135
Zhuhai,22.2769,113.5678,71.01,82,40,10.36,CN,1611806135
Tezu,27.9167,96.1667,75.24,18,0,3.13,IN,1611806136
Morón,-34.6534,-58.6198,78.01,73,0,9.22,AR,1611806136
Honiara,-9.4333,159.95,81.43,78,100,8.3,SB,1611806075
Ust-Nera,64.5667,143.2,-25.65,76,97,2.17,RU,1611806136
Djibo,14.1022,-1.6306,63.59,20,0,8.66,BF,1611806136
Alofi,-19.0595,-169.9187,75.2,81,90,10.36,NU,1611806137
Lahat,-3.8,103.5333,74.53,92,100,0.76,ID,1611806137
Halifax,44.6453,-63.5724,28.4,74,0,6.91,CA,1611805937
Port Hedland,-20.3167,118.5667,95.0,55,0,12.66,AU,1611806137
Yamada,39.4667,141.95,35.46,79,100,6.98,JP,1611806138
Umluj,25.0213,37.2685,69.46,81,2,6.04,SA,1611806138
Riberalta,-10.9833,-66.1,72.19,95,100,2.93,BO,1611806138
Sungai Besar,3.6746,100.9867,84.2,79,20,3.44,MY,1611806138
Anse-Bertrand,16.4721,-61.5078,75.2,83,90,5.75,GP,1611806139
Anta,25.15,76.3,57.54,40,0,2.44,IN,1611806139
Laas,46.6166,10.7002,23.0,93,40,6.91,IT,1611806139
Deputatsky,69.3,139.9,-25.47,88,100,0.49,RU,1611806140
San Cristobal,7.7669,-72.225,64.0,81,60,1.7,VE,1611806140
Motygino,58.1831,94.7592,-26.91,81,86,11.1,RU,1611806140
Makakilo City,21.3469,-158.0858,78.8,57,1,10.36,US,1611806033
Ambilobe,-13.2,49.05,76.53,89,2,1.63,MG,1611806141
Rangpo,27.1833,88.5333,69.96,34,0,1.81,IN,1611806141
Excelsior Springs,39.3392,-94.2261,26.6,86,90,5.39,US,1611806141
Rawson,-43.3002,-65.1023,62.55,52,41,12.64,AR,1611805848
Petropavlovsk-Kamchatskiy,53.0452,158.6483,17.6,53,96,2.24,RU,1611806142
Severo-Kuril'sk,50.6789,156.125,28.27,93,83,21.12,RU,1611806142
Medveditskiy,50.7852,44.7129,25.16,97,100,14.58,RU,1611806142
Mazara del Vallo,37.6641,12.588,51.8,93,75,2.3,IT,1611806142
Kerema,-7.9631,145.7785,87.13,63,100,6.22,PG,1611806143
Tabuk,17.4189,121.4443,72.7,81,100,7.63,PH,1611806143
Howard Springs,-12.497,131.047,75.99,100,75,11.5,AU,1611806143
Kangaba,11.9333,-8.4167,67.08,20,0,6.46,ML,1611806143
Ajdabiya,30.7554,20.2263,55.56,72,74,12.82,LY,1611806144
Ixtapa,20.7,-105.2,68.0,88,1,1.59,MX,1611806144
Weinan,34.5036,109.5089,46.0,24,0,2.24,CN,1611806144
Hobyo,5.3505,48.5268,76.23,73,43,19.95,SO,1611806144
Fortuna,40.5982,-124.1573,46.0,100,90,10.33,US,1611806145
Loandjili,-4.7561,11.8578,75.2,100,20,3.44,CG,1611806145
Cabedelo,-6.9811,-34.8339,78.8,83,20,6.91,BR,1611805948
Nānākuli,21.3906,-158.1547,78.8,57,1,10.36,US,1611806146
Luena,-11.7833,19.9167,61.61,98,100,4.29,AO,1611806146
Jardim,-21.4803,-56.1381,72.16,97,79,4.45,BR,1611806146
Hamilton,39.1834,-84.5333,27.0,80,90,14.97,US,1611806032
Eidfjord,60.4675,7.0719,16.0,73,4,2.35,NO,1611806146
Beckley,37.7782,-81.1882,28.4,93,90,10.36,US,1611806147
Masuguru,-11.3667,38.4167,72.39,93,97,3.4,TZ,1611806147
Salinas,36.6777,-121.6555,50.0,93,90,5.75,US,1611806078
Grindavik,63.8424,-22.4338,26.6,74,0,16.11,IS,1611806147
Atar,20.5169,-13.0499,65.57,25,0,9.69,MR,1611806147
Pringsewu,-5.3582,104.9744,75.38,90,100,3.11,ID,1611806148
Oranjestad,12.524,-70.027,78.8,78,20,16.11,AW,1611805972
Plouzané,48.3833,-4.6167,53.6,100,90,24.16,FR,1611806148
Kenora,49.8167,-94.4337,-11.0,84,1,2.3,CA,1611806148
Douentza,14.9951,-2.9517,58.48,26,0,3.96,ML,1611806149
Aksu,41.1231,80.2644,27.18,75,0,2.17,CN,1611806149
Yoichi,43.2039,140.7703,28.4,46,75,5.75,JP,1611806149
Upata,8.0086,-62.3989,73.99,88,81,3.0,VE,1611806149
Murgab,37.4966,61.9714,30.2,80,0,6.91,TM,1611806150
Hasaki,35.7333,140.8333,46.4,61,75,16.11,JP,1611806150
Goundam,16.4145,-3.6708,64.87,24,0,10.51,ML,1611806150
Joensuu,62.6012,29.7632,33.01,100,90,5.75,FI,1611806150
Jālaun,26.1451,79.3366,57.65,50,0,0.47,IN,1611806151
Chaadayevka,53.1427,45.9122,27.0,60,100,11.45,RU,1611806151
Huntingdon,52.3305,-0.1865,45.0,94,100,1.99,GB,1611805907
Doha,25.2867,51.5333,57.2,82,0,1.14,QA,1611806151
Zhezkazgan,47.8043,67.7144,10.4,92,90,6.71,KZ,1611806152
Codrington,-38.2667,141.9667,82.18,45,100,15.61,AU,1611806152
Olafsvik,64.8945,-23.7142,29.5,85,71,10.47,IS,1611806153
Mahina,-17.5065,-149.489,86.0,62,40,3.44,PF,1611806153
Santa Marta,11.2408,-74.199,82.99,64,58,24.0,CO,1611806153
Al Bardīyah,31.7561,25.0865,51.22,68,100,17.69,LY,1611806153
Fort Nelson,58.8053,-122.7002,-11.2,77,75,4.61,CA,1611806153
Praia da Vitória,38.7333,-27.0667,61.0,100,20,15.82,PT,1611806154
Lodja,-3.4833,23.4333,67.42,98,100,1.52,CD,1611806154
Capoterra,39.1763,8.9718,57.2,77,40,17.27,IT,1611806155
Melo,-32.3667,-54.1833,66.06,92,5,2.21,UY,1611806155
Anchorage,61.2181,-149.9003,15.01,79,40,4.61,US,1611806018
Domanivka,47.6319,30.9885,30.31,97,100,22.06,UA,1611806155
Camabatela,-8.1881,15.375,59.07,99,100,1.39,AO,1611806156
Demerval Lobão,-5.3583,-42.6764,80.6,78,0,5.75,BR,1611806156
Tadine,-21.55,167.8833,82.09,77,97,18.72,NC,1611806156
Baykit,61.67,96.37,-25.08,78,100,7.16,RU,1611806157
Maniitsoq,65.4167,-52.9,23.4,78,0,6.78,GL,1611806157
Mahanoro,-19.9,48.8,79.07,75,0,3.31,MG,1611806157
Seymchan,62.8833,152.4333,-31.02,81,99,1.52,RU,1611806157
Ust'-Ilimsk,58.0006,102.6619,-7.42,88,100,6.67,RU,1611806158
Smithers,54.7804,-127.1743,17.6,62,90,8.05,CA,1611806040
Koslan,63.4564,48.8989,26.51,98,98,9.91,RU,1611806158
Kulhudhuffushi,6.6221,73.07,80.74,67,0,11.79,MV,1611806159
Liuhe,42.2401,125.7172,5.2,88,100,12.77,CN,1611806159
Corinth,37.9407,22.9573,43.0,34,13,1.01,GR,1611805974
Bucerías,20.75,-105.3333,68.0,88,1,1.72,MX,1611806020
Yining,29.0361,114.5636,53.6,52,0,4.99,CN,1611806160
Abu Samrah,35.3029,37.1841,49.57,82,99,13.47,SY,1611806160
Zonguldak,41.25,31.8333,29.39,99,100,14.0,TR,1611805937
West Des Moines,41.572,-93.7453,14.0,67,1,4.29,US,1611806161
Fortuna Foothills,32.6578,-114.4119,53.6,58,1,2.44,US,1611806069
Moroto,2.5345,34.6666,63.91,57,27,3.85,UG,1611806161
Turan,16.0678,108.2208,75.2,73,75,2.3,VN,1611806161
Christchurch,-43.5333,172.6333,57.99,87,90,6.91,NZ,1611806118
Tabou,4.423,-7.3528,77.5,87,7,6.82,CI,1611806162
Shenjiamen,29.9576,122.298,48.06,68,11,26.46,CN,1611806162
Mocajuba,-2.5842,-49.5072,74.37,97,99,3.31,BR,1611806162
Daru,-9.0763,143.2092,85.78,77,89,11.56,PG,1611806163
Wasilla,61.5814,-149.4394,12.2,92,1,0.69,US,1611806163
Seoul,37.5683,126.9778,35.6,64,75,19.57,KR,1611805995
Jiangyou,31.7667,104.7167,53.64,39,19,6.35,CN,1611806163
Yagodnoye,62.55,149.6667,-28.32,81,98,2.46,RU,1611806164
Faya,18.3851,42.4509,57.2,41,0,9.22,SA,1611806164
Velyka Pysarivka,50.4259,35.485,36.37,94,100,10.94,UA,1611806164
Comodoro Rivadavia,-45.8667,-67.5,57.2,67,75,9.22,AR,1611806164
Sompeta,18.9333,84.6,76.89,68,40,5.97,IN,1611806165
Susa,32.1942,48.2436,56.79,38,100,6.17,IR,1611806165
Bentiu,9.2333,29.8333,70.74,28,8,1.48,SS,1611806165
Phan Thiet,10.9333,108.1,82.42,59,48,8.41,VN,1611806165
Weligama,5.9667,80.4167,81.79,66,23,1.25,LK,1611806166
Alyangula,-13.8483,136.4192,87.8,70,40,8.05,AU,1611806166
Khovd,48.0056,91.6419,8.71,76,0,1.3,MN,1611806166
Acapulco de Juárez,16.8634,-99.8901,77.0,83,75,3.78,MX,1611805910
Vardø,70.3705,31.1107,23.0,74,75,23.02,NO,1611806167
Santa Vitória do Palmar,-33.5189,-53.3681,65.7,90,36,3.22,BR,1611806167
Kerman,30.2832,57.0788,19.4,35,0,4.61,IR,1611806167
Tailai,46.3833,123.4,-0.44,63,0,15.99,CN,1611806167
Cidreira,-30.1811,-50.2056,73.72,93,77,8.88,BR,1611806167
Nizhniy Kuranakh,58.8353,125.4869,-33.74,77,100,1.95,RU,1611806168
Taoudenni,22.6783,-3.9836,64.02,40,0,14.0,ML,1611806168
Drezdenko,52.8383,15.8308,35.01,79,89,8.88,PL,1611806168
Nouakchott,18.0858,-15.9785,60.8,14,0,9.22,MR,1611806168
Hakkâri Province,37.5833,44.1667,27.16,95,96,3.2,TR,1611806168
Itaberaí,-16.0203,-49.8103,68.0,89,97,2.26,BR,1611805999
Baihar,22.1,80.55,74.17,39,0,5.53,IN,1611806169
Ogembo,-0.7984,34.7253,57.36,66,0,3.71,KE,1611806169
Kuandian,40.7286,124.7847,13.57,88,50,17.16,CN,1611806169
Assiut,27.181,31.1837,46.4,76,0,11.5,EG,1611806169
Anzhero-Sudzhensk,56.081,86.0285,-7.6,71,0,2.24,RU,1611806170
Nieuw Amsterdam,5.8833,-55.0833,75.99,89,94,1.99,SR,1611806170
Puerto Ayacucho,5.6639,-67.6236,76.55,65,99,9.71,VE,1611806170
Mount Isa,-20.7333,139.5,96.8,34,40,9.22,AU,1611806170
Panshi,42.9422,126.0561,2.44,89,100,15.79,CN,1611806170
Shimoda,34.6667,138.95,46.4,87,75,26.46,JP,1611806171
Jieshi,22.8134,115.8257,68.0,59,0,1.99,CN,1611806171
Scarborough,54.2797,-0.4044,39.99,92,100,1.99,GB,1611805960
Aiken,33.5835,-81.5998,55.99,94,90,13.8,US,1611806171
Stuttgart,48.7823,9.177,35.01,96,100,4.18,DE,1611806171
Saryozek,44.3583,77.9753,18.25,86,0,1.63,KZ,1611806172
Beloha,-25.1667,45.05,81.39,67,1,9.84,MG,1611806172
Krasnosel'kup,65.7,82.4667,-40.49,81,6,2.57,RU,1611806172
Melfort,52.8667,-104.6177,-5.8,77,99,12.66,CA,1611806172
Vostok,46.4856,135.8833,4.53,84,1,4.0,RU,1611806172
Bealanana,-14.55,48.7333,67.73,86,0,0.43,MG,1611806173
Meadow Lake,34.8014,-106.5436,33.8,47,40,1.23,US,1611806173
Camacha,33.0833,-16.3333,60.8,94,40,5.75,PT,1611806173
Hambantota,6.1241,81.1185,80.6,78,40,9.22,LK,1611806045
Amarante,-6.2411,-42.8547,74.62,82,100,3.04,BR,1611806174
Jining,35.405,116.5814,37.67,46,0,16.69,CN,1611806174
Banda Aceh,5.5577,95.3222,83.84,70,97,12.19,ID,1611806174
Anori,-3.7728,-61.6442,73.94,98,79,0.63,BR,1611806175
Chropyně,49.3564,17.3645,23.0,99,51,1.99,CZ,1611806175
Naryan-Mar,67.6713,53.087,-7.22,90,100,17.72,RU,1611806175
La Bañeza,42.3003,-5.8977,42.8,100,90,2.1,ES,1611806175
Uray,60.1247,64.7758,23.85,96,100,12.44,RU,1611806176
Karratha,-20.7377,116.8463,104.47,13,9,13.47,AU,1611806042
Sibolga,1.7427,98.7792,87.04,49,100,2.73,ID,1611806176
Great Falls,47.5002,-111.3008,33.8,47,1,17.27,US,1611806038
Nesna,66.1967,13.0213,22.3,96,100,18.86,NO,1611806177
Cockburn Town,21.4612,-71.1419,76.15,75,14,15.05,TC,1611806177
San Fernando,15.0286,120.6898,82.4,65,90,4.61,PH,1611806177
Lárdos,36.0942,28.0157,46.4,66,75,18.41,GR,1611806177
Sos'va,59.1766,61.8558,25.92,94,100,11.41,RU,1611806178
Pak Thong Chai,14.7226,102.0251,84.99,89,0,10.36,TH,1611806178
Olinda,-8.0089,-34.8553,78.8,73,75,6.91,BR,1611806178
Bam,29.106,58.357,47.17,38,0,3.22,IR,1611806178
Pokhara,28.2333,83.9833,64.22,26,0,4.41,NP,1611806179
Stokmarknes,68.5646,14.9108,24.01,63,27,5.99,NO,1611806179
Tsabong,-26.0217,22.401,69.76,41,20,2.53,BW,1611806179
